name,locality,lat,long,review
Sattvam,"138/139, 3rd Floor, Opposite Decathlon, Garudacharapalya, Mahadevpura, Whitefield, Bangalore",12.9938550000,77.7007450000,583
Al Taza,"1026, 7th Main, 80 Feet Road, Koramangala 1st Block, Bangalore",12.9307671153,77.6329554990,33
Green Onion,"43 - 44, Chandraprabha Complex, Residency Road, Bangalore",12.9734091000,77.6092974000,1369
Karavali Family Restaurant,"Ground Floor 004, Center Point building, Brigade Road, Bangalore",12.9729775029,77.6092819870,28
Main Lassi Shop,"12, 2nd Floor, RB Super Market, 2nd Street, Chandni Chowk Road, Shivajinagar, Bangalore",12.9851821017,77.6035893336,7957
Haka,"14, 1st Floor, Church Street, Bangalore",12.9752243362,77.6039232686,362
Firangi Bake,"Shop 1, Maruti Sankeema, HAL Third Stage, New Thippasandra Main Road, Thippasandra, Bangalore",12.9712618978,77.6584163681,1445
Chung's Chinese Corner,"13, 106, West Minster Building, Cunningham Road, Bangalore",12.9890949869,77.5939481333,244
Snack House,"60/1, 1 Floor, Close Road, Frazer Town, Bangalore",12.9947390000,77.6150500000,502
Kulfi Shulfi- Kulfis and Ice Cream,"Unit 0B, Geetanjali Classik, 9th Cross Road, CV Raman Nagar, Bangalore",12.9845375168,77.6756512374,4
Fresh Bites,"11, 2nd Floor, 4th Cross, Dodda, Banaswadi, Bangalore",13.0092785100,77.6496730372,261
Cake Menu,"22/37, Maruti Nilaya, Anand Nagar, Outer Ring Road, Marathahalli, Bangalore",12.9570840000,77.7027180000,2416
SLAY Coffee,"104, First Floor, Connection Point, Airport Exit Road, Konena Agrahara, Sarvagna Nagar, B.B.M.P East, Old Airport Road, Bangalore",12.9570432554,77.6623816788,575
Taj Hotel,"383, Jumma Masjid Road, OPH Road, Shivajinagar, Bangalore",12.9853425126,77.6072015986,171
Burger Seigneur,"1, Ground Floor, Sobha, St. Marks Road, Bangalore",12.9750423556,77.6025714353,184
Tapri By The Corner,"70/1, 4th Cross, 17B Main Road, KHB Block, Koramangala 5th Block, Bangalore",12.9355693385,77.6211708784,177
Hotel Navayuga,"1, Anupama Theater Complex, SC Road, Gandhi Nagar, Majestic, Bangalore",12.9766550197,77.5756708905,281
Dum Safar Biryani,"86, 1st Cross, Ward 68, Opposite Kotak Mahindra Bank, Koramangala 1st Block, Bangalore",12.9255192000,77.6369965000,79
Gramin,"Ground Floor, Raheja Arcade, Koramangala 7th Block, Bangalore",12.9346909856,77.6132932305,3662
Sri Murugan Cafe,"Nagavarapalaya Road, CV Raman Nagar, Bangalore",12.9927667115,77.6639112085,11
Habibi Falafel,"4, Smart Avenue, Nehru Road, Kammanahalli, Bangalore",13.0142108635,77.6370576024,13
Delhi Food Point,"117, 1st Main, Jakkasandra Extension, Koramangala 1st Block, Bangalore",12.9271941437,77.6377429068,525
Sree Krishna Kafe,"5th Main, Near Muni Reddy Kalyana Mantap, Koramangala 5th Block, Bangalore",12.9371142911,77.6194375008,958
FB Café By Frozen Bottle,"97, Kids Kemp Port, Mahadevapura, Old Airport Road, Bangalore",12.9591171747,77.6569017261,12
Al Zara Mandi Arabian Restaurant,"137, 1st - 3rd Floor, MM Road, Frazer Town, Bangalore",13.0007398416,77.6143617556,76
Say Cheese Cake,"4, 3rd Floor, Asha Mansion, 6th Cross Road, Koramangala 6th Block, Bangalore",12.9370959922,77.6246879250,2497
Maharaja Military Canteen,"Shop 33/1, Ground Floor, Leemans Complex, Cunningham Road, Bangalore",12.9850407453,77.5963615820,66
Hotel Salala,"77, Murugeshpalya, Old Airport Road, Bangalore",12.9589687237,77.6553573087,100
Tandoori Taal,"45/1, Prestige Trade Tower, High Grounds, Sampangi Ramanagar, Race Course Road, Bangalore",12.9858185174,77.5876905397,84
Namma Madurai,"200, 6th Cross, Thippasandra, Bangalore",12.9716529823,77.6507747546,62
Swiss Cream,"Shop 18, 1st Main Road, 4th Cross Road, Pai Layout, Mahadevpura, Old Madras Road, Bangalore",12.9943590059,77.6666326448,114
Sindhoora Gardenia,"Mahadevapura, Near Metro Cash And Carry, KR Puram, Bangalore",12.9938830000,77.7012517000,0
Tawakkal Mubarak Hotel,"Gujari Line, Near Jumia Masjid, HAL Post, Old Airport Road, Bangalore",12.9617436851,77.6701768488,12
Kabab Biryani Corner,"Shop 12, Vivek Nagar, Kashi Vishwanath Main Road, Near Richmond Road, Bangalore",12.9565655618,77.6196698472,39
Kanti Bakes & Flakes,"02, GTL Mansion, Ground Floor, 1st Main, Pai Layout, Bennignahalli, Old Madras Road, Bangalore",12.9934847807,77.6673642173,241
Olio - The Wood Fired Pizzeria,"First Floor, 897/E, 80 Feet Road, Koramangala 6th Block, Bangalore",12.9404117818,77.6251965854,20
Savitha Family Restaurant,"72/33, 80 Feet Road, 4th Block, Koramangala 4th Block, Bangalore",12.9355464648,77.6285566762,291
Louis Burger,"897/E, 2nd Floor, 80 Feet Road, Near Perfect Yamaha Showroom, Koramangala 6th Block, Bangalore",12.9402673000,77.6252286000,1316
Fiero! Pizzeria,"15, 19th Main, 60 Feet Road, Koramangala 6th Block, Bangalore",12.9375867937,77.6191149652,266
Lakeview Milkbar,"89, Kannan Building, MG Road, Bangalore",12.9758931222,77.6037961990,1698
Hyderabadi Biryani Utsav,"First Floor, Pai Layout, Tin Factory, Old Madras Road, Bangalore",12.9951045123,77.6664059982,233
Juicy,"326, Church Street, Murgesh Palya, Old Airport Road, Bangalore",12.9590406058,77.6553864777,142
Asia Kitchen By Mainland China,"14, 1st Floor, Church Street, Bangalore",12.9752289102,77.6039051637,6
Karim's Delhi 6,"23 - 29, Ground Floor, Unit 1, 3, 4 & 5, White House, St. Marks Road, Bangalore",12.9721685464,77.6008943841,55
Kunafa World,"39/1-2, Gold Mani, Cleveland Town, Pulikeshi Nagar, Coles Road, Frazer Town, Bangalore",12.9953325415,77.6141421497,101
Malabar Hotel,"262/4, 1st Cross, C. V. Raman Nagar, Kaggadasapura, Bangalore",12.9854947558,77.6720148325,0
Carols Pastries & Bakers,"14/2, Ground Floor, 8th Main, Hoysala Nagar, Thambu Chetty Palya, Rammurthy Nagar, Bangalore",13.0176496347,77.6690338925,421
Keventers Ice Cream,"Shop 1, Third Floor, Garuda Mall, Commissariat Road- Magrath Road Junction, Near Brigade Road, Bangalore",12.9702082210,77.6101583987,75
Boss Burger,"52, 53, Ground Floor, Shanthala Nagar, Ashok Nagar, Lavelle Road, Bangalore",12.9717888979,77.5983345509,294
Carols Pastries & Bakers,"Shop 35, Ground Floor, 7th Main Road, Vasanth Nagar, Bangalore",12.9926053253,77.5920558348,633
Just Cakes,"69, Tavarekere Main Road, Krishna Murthy Layout, Sadduguntepalya, BTM, Bangalore",12.9284963530,77.6094050333,174
Church Street Social,"46/1, Cobalt Building, Haridevpur, Shanthala Nagar, Church Street, Bangalore",12.9754670858,77.6025556773,8003
Salt - Indian Restaurant Bar & Grill,"2nd Floor, Nexus, Koramangala 7th Block, Bangalore",12.9348380315,77.6115142554,1725
BigBites,"Jeevan Bhima Nagar Main Road, Ward 74, Shetty Palaza, Puttappa Layout, New Thippsandra, Near Jeevan Bhima Nagar, Bangalore",12.9681870000,77.6507770000,309
Dawat Durbar,"5, HKP Road, Broadway Road, Shivajinagar, Bangalore",12.9857672252,77.6051550731,446
Karama Restaurant,"55, Mosque Road, Frazer Town, Bangalore",12.9997143846,77.6159767807,4122
No Sugar Please!,"234, 3rd cross Road, Jakkasandra Extension, Koramangala 1st Block, Bangalore",12.9278750000,77.6407050000,254
Giani Icecream,"12, Mosque Road, Near Apollo Pharmacy, Frazer Town, Bangalore",12.9971781000,77.6141739000,6
Burger It Up,"Old 2/4, Khatha 94, 1st Floor, Kaggadaspura Main Road, Near 17th Cross, KR Puram, Bangalore",12.9842220000,77.6782240000,90
Udupi Krishna Grand,"220, 10th Main, 1st Block, HRBR Layout, Kalyan Nagar, Bangalore",13.0176228486,77.6524501294,12
Umpire Chicken County,"12, Opposite Sri Balaji Theatre, Richmond Road, Bangalore",12.9565714432,77.6197120920,650
Sagar Delicacy,"12, Ulsoor Lake, Ulsoor, Bangalore",12.9874726025,77.6185996458,99
Kouzina Kafe - The Food Court,"Old 2/4, Khatha 94, Kaggadaspura Main Road, Mahadevapura, KR Puram, Bangalore",12.9842220000,77.6782240000,160
Chianti,"12, MG Road, Bangalore",12.9723530000,77.6187210000,846
Manjit Da Dhaba,"107, First Floor, Wheeler Road, Near Railway Cross, Cox Town, Frazer Town, Bangalore",12.9979587818,77.6221653074,832
Food Adda,"127, 1st Floor, KHB Colony, 17th Main, Near Jyothi Nivas College, Koramangala 5th Block, Bangalore",12.9341583519,77.6167918369,7
Just Bake - Cakes & Confectioners,"Maruthinagar Main Road, Madiwala, 1st Stage, BTM, Bangalore",12.9240639119,77.6148224249,837
Udupi Shanthi Sagar,"68/2, Pulikeshi Nagar, Coles Road, Frazer Town, Bangalore",12.9958649003,77.6130931430,9
Shahi Family Restaurant,"12/1, Swami Vivekananda Road, Jayaraj Nagar, Ulsoor, Bangalore",12.9754942032,77.6225837320,409
Al Noor,"76, Arrmstrong Road, Bharathi Nagar, Shivajinagar, Bangalore",12.9879058056,77.6119648665,61
Sweet Bake - Cake & Desserts,"11, 2nd Floor, RNS Bike Showroom, BS Complex, Kammanahalli, Bangalore",13.0140700000,77.6404300000,549
The Bangalore Creamery,"86, Jakkasandra Village, Sarjapur Road, BTM Layout, Near IIFL Gold Loan, Koramangala 1st Block, Bangalore",12.9250877200,77.6374217123,3245
O4H - Order For Health,"74-59-13, 1st Floor, BEML Road, Near More Store, Thippasandra, Bangalore",12.9716150000,77.6557780000,147
Tunday Kababi,"41, Ground Floor, Rayyan Towers, Church Street, St. Marks Road, Bangalore",12.9758423848,77.6019299991,3
Sheesh Kebab,"55, MM Road, Opposite Post Office, Frazer Town, Bangalore",13.0003850647,77.6166138053,183
Dhaba - Estd 1986 Delhi,"42/A, Old House 148/11, Katha 296, Jakkasandra Village, Sarjapur Main Road, Koramangala 1st Block, Bangalore",12.9244665078,77.6387423649,127
Mega Biryani,"Jeevan Bhima Nagar Main Road, Ward 74, Shetty Palaza, Puttappa Layout, New Thippsandra, Near Jeevan Bhima Nagar, Bangalore",12.9681870000,77.6507770000,92
GLOBO Ice Creams Of The World,"NLower Ground, 01 & 02, Smart Avenue, 80 Feet Road, Indiranagar, Bangalore",12.9806100000,77.6463800000,41
Mr. Chow,"32, Aga Abbas Ali Road, Yellappa Chetty Layout, Ulsoor, Bangalore",12.9780936000,77.6177654000,188
Punjabi Tandoor,"52/1, 1st Floor, 1st Floor ,New Thippasandra Post, Malleshpalya Main Road, Kaggadasapura, Bangalore",12.9733406000,77.6753207000,170
Lion King,"Shop 7, 5th Main, 7th Cross, Marutinagar, Malleshpalya, Near Chaitanya School, Kaggadasapura, Bangalore",12.9766546930,77.6757032052,163
Pind Punjabi,"5C-414, Banasawadi, Near Old Police Station, Rammurthy Nagar, Bangalore",13.0119529495,77.6676337793,25
Kabab Korner,"22, Opposite SBI Bank, St. Marks Road, Bangalore",12.9719721878,77.6010227948,228
No.10 Fort Cochin,"9, Halycon Complex, 2nd floor, St. Marks Road, Bangalore",12.9707670000,77.6006860000,302
Kachori Chowk,"504, 2nd Floor, 6th Cross, Near Apollo Pharmacy, Koramangala 6th Block, Bangalore",12.9371630000,77.6246730000,169
Little Italy,"Building 7, HRBR Layout, 2nd Block Extension, Kalyan Nagar, Bangalore",13.0228470639,77.6430352405,646
Nasi And Mee,"974, 80 Feet Road, Koramangala 4th Block, Bangalore",12.9349347550,77.6291863248,2889
Art of Delight,"44/1, Residency Road, Bangalore",12.9734280473,77.6092987508,2080
Thali 99,"Shop 6, 1st Street Jayarajnagar, Halasuru, HAL 1st Stage, B.B.M.P East, Ulsoor, Bangalore",12.9815977600,77.6260846800,37
KC Das - Sweet Bite,"3-D, Wheeler Road, Frazer Town, Bangalore",12.9944628934,77.6155154407,35
Delicious Momos,"1783, 3rd Main Road, Saint Thomas Town, Kammanahalli, Bangalore",13.0154655779,77.6335921884,151
Zwarma,"34/2, Sivanchetty Garden, Pulikeshi Nagar, Meanee Avenue Tank Road, Ulsoor, Bangalore",12.9881687981,77.6177000999,6
Samosa Singh,"5, First Floor, New Thippasandra Main Road, Opposite Meenakshi Electrical, Thippasandra, Bangalore",12.9721848824,77.6535642520,2856
North Indian Bhukkads - NIB,"42A/A, Old 148/11, Katha 269, BDMP 68-327-98/1, Jakkasandra Village, Koramangala 1st Block, Bangalore",12.9246600000,77.6388000000,930
Barley & Grapes Cafe,"Lower Ground Floor, Phoenix Market City, Mahadevpura, Whitefield, Bangalore",12.9979284000,77.6963599026,1193
Food Manthra,"12/1, Swami Vivekananda Road, Jayaraj Nagar, Ulsoor, Bangalore",12.9755445173,77.6225414872,143
ITC Sunfeast Baked Creations,"18, Maruthi Seva Nagar, Main Road, Banaswadi, Bangalore",12.9980915816,77.6280093125,381
The Brooklyn Creamery - Healthy Ice Cream,"11, SNS Arcade Complex, Old Airport Road, Bangalore",12.9589420000,77.6601550000,33
Delhi 6 Chandni Chowk,"22, 1st Cross, Kaggadasapura Main Road, Kaggadasapura, Bangalore",12.9856100816,77.6719987392,126
Brahmins Tiffin Centre,"Shop 2, 200, 3rd Main, 6th Cross, Hal 3rd Stage, Thippasandra, Bangalore",12.9716020139,77.6507878304,730
India Sweet House,"61, MM Road, Frazer Town, Bangalore",13.0005703023,77.6154195551,0
Grow Fit,"504, 2nd Floor, 6th Cross, BTM Layout, B.B.M.P South, Koramangala 6th Block, Bangalore",12.9373208069,77.6244887710,7372
Udupi Food Point,"15, Ground Floor, Ramaiah Reddy Layout, Sarvagna Nagar, Banaswadi, Bangalore",13.0059085511,77.6495231688,4
Oru Vadakkan Cafe,"183, KHB Block, 4th A Cross Road, Koramangala 5th Block, Bangalore",12.9362901869,77.6202220470,77
Malabar,"40, Near IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",12.9677836038,77.6544460282,183
Tamarind - Tamarind Hospitality,"1, 9th B Main, Chairman Layout, Near Banaswadi Fire Station, Banaswadi Main Road, Banaswadi, Bangalore",13.0124739833,77.6476835087,614
Simpli Namdhari's,"Unit SF-210, 2nd Floor, Garuda Mall, Magrath Road, Ashok Nagar, Bangalore",12.9703253215,77.6099521684,38
Paratha Corner,"6, Vijaya Complex, Kagadassapura Main Road, CV Raman Nagar, Bangalore",12.9853075554,77.6648006961,55
Paratha Plaza,"Shop 3, Sapthagiri Complex, Kaggadasapura Main Road, Vignan Nagar, CV Raman Nagar, Near TVS Showroom, Kaggadasapura, Bangalore",12.9746921159,77.6786975563,536
AL Bain Restaurant,"1, 5th Main, 60 Feet, Bescom Road, Kullappa Circle, Kammanahalli, Bangalore",13.0152663136,77.6392925531,33
Oh My Shawarma,"48, 6th Cross, Club Road, B.B.M.P South, Koramangala 6th Block, Bangalore",12.9364810185,77.6250875741,4
The Betel Leaf Co - Originally from Bangalore,"646, 100 Feet Road, Koramangala 6th Block, Bangalore",12.9370884766,77.6264655590,358
Smoke House Deli,"52/ 53, Ground Floor, Lavelle Road, Bangalore",12.9717464243,77.5983583555,3126
Chef's Cap,"23, NR Colony, 5th Cross, BDA Layout, Murugespalya, Old Airport Road, Bangalore",12.9610300986,77.6572848111,7202
New Taj Hotel,"Shop 8, Near Old Airport HAL, Islampur Gujuri Road, Old Airport Road, Bangalore",12.9616103779,77.6698315144,60
Kenny's Restaurant,"5, Bachanna Layout, B Channasandra, Near Chaya Hospital Banaswadi, Bangalore",13.0108426049,77.6593206078,39
Lassi Shop,"16/2, Nandidurga Road, Jayamahal, Frazer Town, Bangalore",13.0005085506,77.5995710492,246
Go Native,"25, Ground & 1st Floor, Lavelle Road, Bangalore",12.9688189943,77.5970487669,269
Mangalore Pearl - Seafood Restaurant,"5/1, Skywalk Building, Assaye Road, Ulsoor, Bangalore",12.9909169715,77.6193791628,235
Baba Ganoush Cafe,"LG 02, Smart Plaza, 64, Coles Road, Frazer Town, Bangalore",12.9950783000,77.6142918000,18
Barkaas- Arabic Restaurant,"90/2, First Floor, Kishan Icon, Near Innovative Multiplex, Marathahalli, Bangalore",12.9511821337,77.6994477957,859
Chandni Chowk 2 Bangalore,"60/2, 2nd Floor, Nehru Road, Kammanahalli, Bangalore",13.0146554532,77.6346526667,283
Sri Ganesh Juice Junction,"184, KHB Colony, 17 Main Road, Koramangala 5th Block, Bangalore",12.9365659778,77.6199615374,26253
Karim's - Original From Delhi 6 Jama Masjid,"43/2, Silver Springs Layout, Sai Baba Temple Road, Near Kundalahalli, Marathahalli, Bangalore",12.9547890000,77.7149320000,22
Raffaele's Ristorante Pizzeria,"Builders NGV Club, National Games Village, Koramangala 6th Block, Bangalore",12.9424179672,77.6253454015,162
The Biryanis,"39, First Floor, Opposite IBP Petrol Pump, Jeevan Bhima Nagar, Bangalore",12.9678381669,77.6543933898,434
Restaurant Chef Pillai,"E 1/94, Opposite Phoenix Market, Whitefield Main Road, Mahadevapura Layout, RHB Colony, ITPL Main Road, Whitefield, Bangalore",12.9949480000,77.6974945000,91
Bake N Bloom,"Block C, Patrick's Complex, Residency Road, Bangalore",12.9715637877,77.6064670086,44
The Fatty Bao,"25/4, Opposite Harley Davidson, Lavelle Road, Bangalore",12.9705731694,77.5976834446,82
Tibb's Frankie,"84/85, Safina Plaza, Infantry Road, Tasker Town, Near Prestige Building, Shivajinagar, Bangalore",12.9799793058,77.6072977974,1
Sweet Chariot,"10th Main, Jeevan Bhima Nagar, Bangalore",12.9682468999,77.6511723921,320
The Pastry Zone,"11, 2nd Floor, Above RNS Bike Service BS Complex, PNS Layout, Subbayianiah Palyam, Nehru Road, Kalyan Nagar, Bangalore",13.0140333000,77.6404309000,1276
Mizo Kitchen,"348, K.H.B Block, 17th-B, Main Road, Koramangala 5th Block, Bangalore",12.9332479705,77.6230159029,99
Rajpurohit Sweets,"118, 2nd Cross, 2nd Main, Kasturi Nagar, Banaswadi, Bangalore",13.0029792370,77.6609594375,69
Kentacky Chicken Corner,"10, Raja Ram Mohan Roy Road, Richmond Road, Bangalore",12.9667689000,77.5957074000,167
Grill Hut,"59, Nanjundeshwara Nilaya, Kaggadaspura Main Road, Kaggadasapura, Bangalore",12.9846612915,77.6751302012,0
Lavonne,"4/2, Ground Floor, Samrah Plaza, St. Marks Road, Bangalore",12.9694168986,77.6004729420,202
The Kebabwalla,"74/2A, 1st Floor, K R Gardens, Koramangala 8th Block, Bangalore",12.9434958000,77.6205049000,37
Happy Belly Bakes,"6/2, Primrose Road, MG Road, Bangalore",12.9716730000,77.6126100000,210
Chinita Real Mexican Food,"25, 5 Cross Road, KHB Colony, Koramangala 5th Block, Bangalore",12.9354399385,77.6226118952,1250
Plan B,"148 & 149, St, Thomas Building, Ashok Nagar, Brigade Road, Bangalore",12.9696393970,77.6065327227,4646
Login 2 Eat,"972, S.T. Bed, 1St Main Road, Koramangala 4th Block, Bangalore",12.9352684000,77.6299585000,160
Sri Krishna Nanda Gokul Veg Restaurant,"Shop 2, East Of NGEF Layout, Kasturi Nagar, Banaswadi, Bangalore",13.0101719531,77.6578004658,8
Copper Chimney,"Municipal 66/1, 67/1, Garudachar Palya, Whitefield Main Road, Mahadevapura, Whitefield, Bangalore",12.9944130000,77.7000610000,577
The Coorg Food Co.,"466, Ground Floor, 17th G Main, 80 Feet Road, Koramangala 6th Block, Bangalore",12.9409485292,77.6243013516,12
FoodX Restaurant,"76/77, Padmavati Complex, 14th Cross, 8th Main Road, Vasanth Nagar, Bangalore",12.9923586722,77.5942153484,103
Paratha Plaza,"770, 80 Feet Road, Koramangala 4th Block, Bangalore",12.9313396225,77.6326909661,152
Arabian Hot Spot,"302, 5th Main Road, HRBR Layout, Kalyan Nagar, Bangalore",13.0201074000,77.6395511000,411
Steve's Fast Food,"303 H, Shamanna Building, KR Garden Road, Murugeshpalya, Old Airport Road, Bangalore",12.9566260000,77.6553300000,91
Taste Of Tibet,"5, Rest House Road, Indo Dubai Plaza, 2nd Floor, Brigade Road, Bangalore",12.9735125000,77.6069371000,425
Bhojohori Manna,"668/B, Koramangala 6th Block, Bangalore",12.9374459580,77.6242762059,2192
Rajhans,"14, Old 11, St. Marks Road, Bangalore",12.9710018279,77.6007639617,114
The Tea Brewery,"982, Ground Floor, 1st Main Road, Koramangala 1st Block, Bangalore",12.9293021835,77.6347156987,5552
Shyamji's Chole Bhature,"Shop 3, 70/1, Ground Floor, 17th Cross, B Main, Koramangala 5th Block, Bangalore",12.9354820000,77.6212050000,49
Pizza Stop,"Airlines Hotel, 4, Madras Bank Road, Lavelle Road Area, Lavelle Road, Bangalore",12.9730366389,77.5999686867,1000
Brindavan Upachar,"2, Sri Sadashiva Temple Road, Ramaswamypalya, Kammanahalli, Bangalore",13.0112238271,77.6351528987,8
The Salad Studio,"462, Khb Colony, 17th C Main, Koramangala 5th Block, Bangalore",12.9345932817,77.6194398478,2033
Kabab Magic Roll,"Shop 12, Vivek Nagar, Kashivishwanatha Main Road, Near Shri Balaji Theatre, Richmond Road, Bangalore",12.9565515120,77.6196671650,12
New Green Gardenia,"502/3, Kallkere Village, Near Bharat Petrol Nunk, B.B.M.P East, Rammurthy Nagar, Bangalore",13.0320124486,77.6704930142,54
Sri Basaveshwara Khanavali,"14th Cross, Behind Bagmane Tech Park, Byrasandra Main Road, GM Palaya, CV Raman Nagar, Bangalore",12.9778563432,77.6665763184,9
Saffron Vegetarian Cuisine,"2, Maruthi Towers, 9th B Main, Chairmans Layout, 100 Feet Road, Banaswadi, Bangalore",13.0129861959,77.6478129253,705
